reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-5106,Bear Swamp(Otsego County) State Forest,42.6914,-74.6749,FN22pq,US-NY,1,1,32,0,0
K-5107,Bear Swamp(Cayuga County) State Forest,42.7491,-76.3181,FN12ur,US-NY,5,4,101,0,0
K-5108,Bearpen Mountain State Forest,42.2835,-74.4621,FN22sg,US-NY,4,4,104,0,0
K-5109,Beartown State Forest,44.0126,-75.4879,FN24ga,US-NY,2,2,148,0,0
K-5110,Beaver Creek(St Lawrence County) State Forest,44.4386,-75.4851,FN24gk,US-NY,0,0,0,0,0
K-5111,Beaver Creek (Madison County) State Forest,42.8582,-75.3022,FN22iu,US-NY,2,2,84,0,0
K-5112,Beaver Dam State Forest,42.3851,-76.1468,FN12wj,US-NY,5,4,67,0,0
K-5113,Beaver Dams State Forest,42.2843,-76.9975,FN12mg,US-NY,3,3,109,0,0
K-5114,Beaver Flow State Forest,42.2402,-75.6584,FN22ef,US-NY,2,2,25,0,0
K-5115,Beaver Meadow State Forest,42.6853,-75.6804,FN22dq,US-NY,1,1,49,0,0
K-5116,Beaver Pond State Forest,42.1551,-75.5131,FN22fd,US-NY,5,4,170,0,0
K-5117,Beebe Hill State Forest,42.3412,-73.4722,FN32gi,US-NY,4,4,74,0,0
K-5118,Edward W. Chance Reserve State Conservation Area,27.498,-82.3116,EL87ul,US-FL,64,64,2863,0,0
K-5119,Berlin State Forest,42.6927,-73.3221,FN32iq,US-NY,4,4,273,0,0
K-5120,Big Brook State Forest,43.4364,-75.68,FN23dk,US-NY,1,1,41,0,0
K-5121,Big Buck Mountain State Forest,41.4988,-73.7128,FN31dl,US-NY,4,4,235,0,0
K-5122,Birdseye Hollow State Forest,42.3703,-77.1483,FN12ki,US-NY,6,6,266,0,0
K-5123,Black Creek(Ulster County) State Forest,41.7906,-73.9724,FN31as,US-NY,2,2,168,0,0
K-5124,Black Creek(Herkimer County) State Forest,43.2424,-74.9472,FN23mf,US-NY,1,1,14,0,0
K-5125,Blenheim Hill State Forest,42.4601,-74.4953,FN22sl,US-NY,2,2,89,0,0
K-5126,Bobell State Forest,42.305,-75.6871,FN22dh,US-NY,2,2,32,0,0
K-5127,Bog Brook State Forest,41.4412,-73.5823,FN31fk,US-NY,6,5,144,0,0
K-5128,Bombay State Forest,44.8642,-74.6275,FN24qu,US-NY,20,20,1065,0,0
K-5129,Bonaparte's Cave State Forest,44.1529,-75.3628,FN24hd,US-NY,2,2,499,0,0
K-5130,Bonner Lake State Forest,44.2638,-75.2265,FN24jg,US-NY,1,1,13,0,0
K-5131,Boutwell Hill State Forest,42.3482,-79.199,FN02ji,US-NY,5,5,168,0,0
K-5132,Boyce Hill State Forest,42.3324,-78.5197,FN02rh,US-NY,2,2,83,0,0
K-5133,Brandow Point State Conservation Area,42.2509,-73.8346,FN32bg,US-NY,2,2,42,0,0
K-5134,Brasher State Forest,44.8775,-74.7751,FN24ov,US-NY,5,5,361,0,0
K-5135,Brokenstraw State Forest,42.0229,-79.5276,FN02fa,US-NY,5,5,305,0,0
K-5136,Brookfield Railroad State Forest,42.8307,-75.3647,FN22ht,US-NY,2,2,23,0,0
K-5137,Bryant Hill State Forest,42.2844,-78.5799,FN02rg,US-NY,1,1,60,0,0
K-5138,Buck Hill State Forest,43.3696,-75.372,FN23hi,US-NY,4,4,75,0,0
K-5139,Buck's Brook State Forest,42.7077,-75.7858,FN22cq,US-NY,1,1,74,0,0
K-5140,Buckton State Forest,44.7434,-74.7783,FN24or,US-NY,2,2,74,0,0
K-5141,Bucktooth State Forest,42.1963,-78.815,FN02oe,US-NY,1,1,19,0,0
K-5142,Bully Hill State Forest,42.3422,-77.8204,FN12ci,US-NY,21,18,666,0,0
K-5143,Bumps Creek State Forest,42.2924,-75.5927,FN22eh,US-NY,3,2,47,0,0
K-5144,Burnt Hill State Forest,44.6293,-73.7275,FN34dp,US-NY,3,3,52,0,0
K-5145,Burnt-Rossman Hills State Forest,42.5514,-74.4938,FN22sn,US-NY,3,3,74,0,0
K-5146,Burt Hill State Forest,42.3067,-77.5748,FN12fh,US-NY,1,1,51,0,0
K-5147,Bush Hill State Forest,42.3776,-78.358,FN02tj,US-NY,1,1,128,0,0
K-5148,Cadyville State Forest,44.7186,-73.6298,FN34er,US-NY,1,1,23,0,0
K-5149,Cairo Lockwood State Forest,42.3285,-74.0022,FN22xh,US-NY,1,1,19,0,0
K-5150,Calhoun Creek State Forest,42.5729,-75.2755,FN22in,US-NY,2,2,52,0,0
K-5151,California Hill State Forest,41.4427,-73.7652,FN31ck,US-NY,5,5,142,0,0
K-5152,California Road State Forest,44.2098,-75.3703,FN24hf,US-NY,2,1,28,0,0
K-5153,Cameron State Forest,42.2422,-77.4035,FN12hf,US-NY,4,4,89,0,0
K-5154,Cameron Mills State Forest,42.1949,-77.3802,FN12he,US-NY,1,1,102,0,0
K-5155,Camillus Forest Unique Area,43.0698,-76.2774,FN13ub,US-NY,36,34,1356,0,0
K-5156,Canacadea State Forest,42.3351,-77.7113,FN12di,US-NY,9,8,179,0,0
K-5157,Canada Creek State Forest,43.3279,-75.5305,FN23fh,US-NY,1,1,27,0,0
K-5158,Canaseraga State Forest,42.4953,-77.7919,FN12cl,US-NY,5,5,93,0,0
K-5159,Carpenter Falls Unique Area,42.8133,-76.3416,FN12tt,US-NY,4,4,66,0,0
K-5160,Cascade Valley State Forest,42.0356,-75.5729,FN22fa,US-NY,5,4,110,0,0
K-5161,Castle Rock State Conservation Area,41.3703,-73.945,FN31ai,US-NY,12,10,394,0,0
K-5162,Cat Hollow State Forest,42.0109,-75.4341,FN22ga,US-NY,1,1,14,0,0
K-5163,Catherineville State Forest,44.6361,-74.7173,FN24pp,US-NY,3,3,71,0,0
K-5164,Catlin State Forest,42.2447,-76.9072,FN12nf,US-NY,3,3,126,0,0
K-5165,Cattaraugus State Forest,42.3257,-78.82,FN02oh,US-NY,2,2,22,0,0
K-5166,Charles E. Baker State Forest,42.7936,-75.4074,FN22ht,US-NY,2,2,79,0,0
K-5167,Charleston State Forest,42.8531,-74.3181,FN22uu,US-NY,7,7,202,0,0
K-5168,Chateaugay State Forest,43.5742,-75.9616,FN23an,US-NY,2,2,34,0,0
K-5169,Chautauqua Gorge State Forest,42.24,-79.5872,FN02ef,US-NY,3,3,72,0,0
K-5170,Chazy Highlands State Forest,44.7245,-73.8236,FN34cr,US-NY,3,2,93,0,0
K-5171,Cherry Valley State Forest,42.7762,-74.7223,FN22ps,US-NY,2,2,33,0,0
K-5172,Chestnut Woods State Forest,42.9995,-73.2838,FN32ix,US-NY,5,5,73,0,0
K-5173,Cinnamon Lake State Forest,42.2783,-77.0298,FN12lg,US-NY,4,4,152,0,0
K-5174,Clapper Hollow State Forest,42.5134,-74.6442,FN22qm,US-NY,2,2,50,0,0
K-5175,Clark Hill State Forest,43.353,-75.3033,FN23ii,US-NY,3,3,41,0,0
K-5176,Cliffside State Forest,42.256,-76.6733,FN12pg,US-NY,3,3,122,0,0
K-5177,Dolph Pond State Forest,43.49,-73.439,FN33gl,US-NY,3,2,37,0,0
K-5178,Cobb Brook State Forest,43.3511,-75.6702,FN23di,US-NY,1,1,20,0,0
K-5179,Cobb Creek State Forest,43.8472,-75.6736,FN23du,US-NY,1,1,20,0,0
K-5180,Cold Creek State Forest,42.507,-78.2095,FN02vm,US-NY,2,2,66,0,0
K-5181,Cold Spring Brook State Forest,44.2404,-75.231,FN24jf,US-NY,4,4,680,0,0
K-5182,Cole Hill State Forest,42.5969,-74.111,FN22wo,US-NY,2,2,78,0,0
K-5183,Columbia Lake State Forest,42.0543,-75.3932,FN22hb,US-NY,2,2,41,0,0
K-5184,Coon Hollow State Forest,42.311,-77.009,FN12lh,US-NY,3,3,107,0,0
K-5185,Cotton Hill State Forest,42.6052,-74.2971,FN22uo,US-NY,2,2,35,0,0
K-5186,Cottrell State Forest,43.4317,-75.523,FN23fk,US-NY,1,1,51,0,0
K-5187,Coventry State Forest,42.34,-75.6382,FN22ei,US-NY,2,2,61,0,0
K-5188,Coyle Hill State Forest,42.2586,-78.1061,FN02wg,US-NY,1,1,17,0,0
K-5189,Coyote Flats State Forest,44.1674,-75.8769,FN24be,US-NY,2,2,48,0,0
K-5190,Crab Hollow State Forest,42.3053,-78.2506,FN02uh,US-NY,1,1,68,0,0
K-5191,Crary Mills State Forest,44.5933,-75.0469,FN24lo,US-NY,1,1,37,0,0
K-5192,Croton Gorge State Conservation Area,41.226,-73.8573,FN31bf,US-NY,8,8,411,0,0
K-5193,Cuyler Hill State Forest,42.6677,-75.9046,FN22bq,US-NY,2,2,67,0,0
K-5194,Daketown State Forest,43.1032,-73.9236,FN33ac,US-NY,6,6,109,0,0
K-5195,Danby State Forest,42.3097,-76.4433,FN12sh,US-NY,28,27,1229,0,0
K-5196,Daniel's Road State Forest,43.125,-73.7924,FN33cd,US-NY,13,13,547,0,0
K-5197,Dannemora State Forest,44.7343,-73.7578,FN34cr,US-NY,1,1,36,0,0
K-5198,Decatur State Forest,42.6421,-74.6985,FN22pp,US-NY,3,3,138,0,0
K-5199,Deer River State Forest,44.7318,-74.42,FN24sr,US-NY,72,67,2456,0,0
K-5200,Degrasse State Forest,44.3631,-75.0836,FN24ki,US-NY,1,1,73,0,0
K-5201,Depot Hill State Recreation Area,41.5727,-73.6808,FN31dn,US-NY,7,7,262,0,0
K-5202,DeRuyter State Forest,42.8196,-75.8557,FN22bt,US-NY,3,3,46,0,0
K-5203,Dobbins State Forest,42.2856,-78.783,FN02og,US-NY,8,6,95,0,0
K-5204,Dog Hollow State Forest,42.6744,-75.9601,FN22aq,US-NY,2,2,61,0,1
K-5205,Donahue Woods State Forest,42.6605,-76.031,FN12xp,US-NY,1,1,49,0,0
K-5206,Downerville State Forest,44.4257,-75.1074,FN24kk,US-NY,3,2,184,0,0
K-5207,Dry Run State Forest,42.2643,-77.0714,FN12lg,US-NY,4,4,101,0,0
K-5208,Dunkin's Reserve State Forest,44.746,-73.6694,FN34dr,US-NY,2,2,40,0,0
K-5209,Dutch Settlement State Forest,42.6114,-74.2573,FN22uo,US-NY,1,1,20,0,0
K-5210,Dutton Ridge State Forest,42.5043,-74.2919,FN22um,US-NY,2,2,133,0,0
K-5211,Nanticoke Lake Multiple Use Area,42.3274,-76.0912,FN12wh,US-NY,13,12,348,0,0
K-5212,Nelson Swamp Unique Area,42.8982,-75.7916,FN22cv,US-NY,2,2,24,0,0
K-5213,Neversink River State Conservation Area,41.5144,-74.6444,FN21qm,US-NY,3,3,184,0,0
K-5214,Newfield State Forest,42.3084,-76.6441,FN12qh,US-NY,5,5,182,0,0
K-5215,Nimham Mountain State Recreation Area,41.4562,-73.7213,FN31dk,US-NY,4,4,61,0,0
K-5216,Nine Mile Creek State Forest,42.1595,-78.5604,FN02rd,US-NY,1,1,31,0,0
K-5217,North Harmony State Forest,42.0974,-79.5125,FN02fc,US-NY,7,7,189,0,0
K-5218,Nutten Hook State Conservation Area,42.3601,-73.7866,FN32ci,US-NY,4,4,151,0,0
K-5219,Oak Ridge State Forest,42.2626,-75.5014,FN22fg,US-NY,2,2,32,0,0
K-5220,Flying Eagle Preserve State Conservation Area,28.8198,-82.2327,EL88vt,US-FL,16,16,390,0,0
K-5221,Oakley Corners State Forest,42.1806,-76.1581,FN12we,US-NY,95,87,4095,0,1
K-5222,O'Hara State Forest,43.4999,-75.8243,FN23cl,US-NY,1,1,12,0,0
K-5223,Ohisa State Forest,42.9284,-74.8068,FN22ow,US-NY,1,1,21,0,0
K-5224,Old Westbury State Forest,40.7782,-73.5976,FN30es,US-NY,6,6,218,0,0
K-5225,Onjebonge State Forest,44.0914,-75.4639,FN24gc,US-NY,25,25,2644,0,1
K-5226,Onondaga Escarpment Unique Area,43.0256,-78.4762,FN03sa,US-NY,6,6,163,0,0
K-5227,Orebed Creek State Forest,44.3184,-75.0685,FN24lh,US-NY,0,0,0,0,0
K-5228,Orton Hollow State Forest,43.4084,-75.8577,FN23bj,US-NY,1,1,52,0,0
K-5229,Ossian State Forest,42.4989,-77.8281,FN12cl,US-NY,3,3,167,0,0
K-5230,Otselic State Forest,42.6726,-75.7342,FN22dq,US-NY,1,1,77,0,0
K-5231,Otsquago State Forest,42.9014,-74.7834,FN22ov,US-NY,1,1,12,0,0
K-5232,Otter Creek State Forest,43.7159,-75.3266,FN23ir,US-NY,1,1,29,0,0
K-5233,Painter Hill State Recreation Area,41.6865,-74.4846,FN21sq,US-NY,2,2,95,0,0
K-5234,Palmer's Pond State Forest,42.2857,-77.8996,FN12bg,US-NY,6,6,148,0,0
K-5235,Panama State Forest,42.0474,-79.5013,FN02fb,US-NY,4,4,64,0,0
K-5236,Papish Pond Multiple Use Area,42.493,-75.9511,FN22al,US-NY,3,3,102,0,0
K-5237,Partridge Run State Forest,42.5643,-74.2091,FN22vn,US-NY,3,3,59,0,0
K-5238,Patria State Forest,42.5963,-74.4379,FN22so,US-NY,3,2,40,0,0
K-5239,Patriot's Hollow State Forest,40.9398,-73.1106,FN30kw,US-NY,8,8,177,0,0
K-5240,Peck Hill State Forest,43.0681,-74.4232,FN23sb,US-NY,5,4,75,0,0
K-5241,Penn Mountain State Forest,43.3713,-75.2654,FN23ii,US-NY,5,4,135,0,0
K-5242,Perkins Pond State Forest,42.6275,-75.7574,FN22cp,US-NY,1,1,24,0,0
K-5243,Petersburg State Forest,42.625,-74.4379,FN22sp,US-NY,6,6,108,0,0
K-5244,Pharsalia Woods State Forest,42.5875,-75.6233,FN22eo,US-NY,2,2,32,0,0
K-5245,Phillips Creek State Forest,42.2516,-77.8538,FN12bg,US-NY,6,5,148,0,0
K-5246,Pigeon Hill State Forest,42.6312,-75.6353,FN22ep,US-NY,1,1,34,0,0
K-5247,Pigtail Hollow State Forest,42.4436,-77.2836,FN12ik,US-NY,9,9,281,0,1
K-5248,Pinckney State Forest,43.8716,-75.7894,FN23cu,US-NY,1,1,12,0,0
K-5249,Pine Hill State Forest,42.2735,-75.3612,FN22hg,US-NY,3,3,46,0,0
K-5250,Annutteliga Hammock State Conservation Area,28.6147,-82.5439,EL88ro,US-FL,26,26,861,0,0
K-5251,Pine Ridge State Forest,42.6726,-75.4446,FN22gq,US-NY,4,4,53,0,0
K-5252,Pitcher Springs State Forest,42.5861,-75.8098,FN22co,US-NY,1,1,26,0,0
K-5253,Pittstown State Forest,42.8173,-73.471,FN32gt,US-NY,13,13,629,0,0
K-5254,Plainfield State Forest,42.7988,-75.1924,FN22jt,US-NY,3,3,41,0,0
K-5255,Plattekill State Forest,42.2765,-74.6605,FN22qg,US-NY,2,1,11,0,0
K-5256,Pleasant Lake State Forest,44.3717,-75.6061,FN24ei,US-NY,1,1,26,0,0
K-5257,Plumbottom State Forest,42.2264,-77.9595,FN12af,US-NY,3,3,91,0,0
K-5258,Pochuck State Forest,41.278,-74.5023,FN21rg,US-NY,7,7,145,0,0
K-5259,Point Rock State Forest,43.3877,-75.5189,FN23fj,US-NY,1,1,127,0,0
K-5260,Popple Pond State Forest,43.5266,-75.2449,FN23jm,US-NY,2,2,26,0,0
K-5261,Potato Hill State Forest,42.3511,-76.2723,FN12ui,US-NY,5,5,235,0,0
K-5262,Pulpit Rock State Forest,44.2958,-75.6543,FN24eh,US-NY,2,2,40,0,0
K-5263,Punkeyville State Forest,43.4519,-75.2084,FN23jk,US-NY,2,2,43,0,0
K-5264,R. Milton Hick Memorial State Forest,42.6995,-74.7717,FN22oq,US-NY,1,1,87,0,0
K-5265,Raecher State Forest,42.217,-78.5746,FN02rf,US-NY,1,1,70,0,0
K-5266,Ralph Road State Forest,43.2854,-73.7742,FN33cg,US-NY,10,8,217,0,0
K-5267,Raymondville State Forest,44.8367,-74.9599,FN24mu,US-NY,2,1,37,0,0
K-5268,Raywood Unique Area,43.468,-75.5629,FN23fl,US-NY,1,1,78,0,0
K-5269,Red Brook State Forest,42.4599,-75.8388,FN22bl,US-NY,1,1,11,0,0
K-5270,Reinstein Woods Nature Preserve State Forest,42.8911,-78.7185,FN02pv,US-NY,11,9,297,0,0
K-5271,Relay State Forest,42.3238,-74.6195,FN22qh,US-NY,2,2,63,0,0
K-5272,Rensselaerville State Forest,42.4981,-74.2149,FN22vl,US-NY,2,2,65,0,0
K-5273,Robinson Hollow State Forest,42.4086,-76.2519,FN12uj,US-NY,21,20,1244,0,2
K-5274,Rock City State Forest,42.2144,-78.7192,FN02pf,US-NY,2,1,13,0,0
K-5275,Rock Creek State Forest,42.1701,-77.6622,FN12ee,US-NY,3,3,96,0,0
K-5276,Rockwood State Forest,43.0514,-74.4906,FN23sb,US-NY,4,4,55,0,0
K-5277,Roeliff Jansen Kill State Forest,42.0072,-73.7363,FN32da,US-NY,2,2,170,0,0
K-5278,Rome Sand Plains Unique Area,43.2366,-75.5737,FN23ff,US-NY,3,3,224,0,0
K-5279,Roosa Gap State Forest,41.6291,-74.4261,FN21sp,US-NY,8,8,528,0,0
K-5280,Roseboom State Forest,42.7313,-74.7951,FN22or,US-NY,1,1,22,0,0
K-5281,Rural Grove State Forest,42.8586,-74.4027,FN22tu,US-NY,3,3,38,0,0
K-5282,Rush Creek State Forest,42.3537,-78.1991,FN02vi,US-NY,1,1,69,0,0
K-5283,Rush Oak Openings Unique Area,42.9614,-77.6679,FN12dx,US-NY,57,57,1836,0,1
K-5284,St. Regis River State Forest,44.6885,-74.5527,FN24rq,US-NY,21,18,1012,0,0
K-5285,Salmon River State Forest,43.5567,-75.8446,FN23bn,US-NY,1,1,23,0,0
K-5286,Salmon River Falls Unique Area,43.5478,-75.9407,FN23an,US-NY,2,2,43,0,0
K-5287,Sand Bay State Forest,44.1653,-75.4037,FN24hd,US-NY,2,2,154,0,0
K-5288,Sand Flats State Forest,43.552,-75.2771,FN23in,US-NY,1,1,11,0,0
K-5289,Sandy Creek State Forest,43.6031,-76.0804,FN13xo,US-NY,2,2,30,0,0
K-5290,Scott Patent State Forest,42.468,-74.2736,FN22ul,US-NY,2,2,58,0,0
K-5291,Sears Pond State Forest,43.7655,-75.7662,FN23cs,US-NY,1,1,19,0,0
K-5292,Shawangunk Multiple Use Area,41.7354,-74.1808,FN21vr,US-NY,4,4,58,0,0
K-5293,Shawangunk Ridge State Forest,41.6559,-74.4085,FN21tp,US-NY,7,6,164,0,0
K-5294,Shindagin Hollow State Forest,42.3304,-76.3347,FN12th,US-NY,8,8,221,0,0
K-5295,Silver Hill State Forest,44.3465,-75.1113,FN24ki,US-NY,0,0,0,0,0
K-5296,Skinner Hill State Forest,42.6307,-75.4082,FN22hp,US-NY,2,2,28,0,0
K-5297,Skyline Drive State Forest,42.0275,-75.7458,FN22da,US-NY,10,10,513,0,0
K-5298,Slader Creek State Forest,42.4278,-77.8065,FN12ck,US-NY,4,4,74,0,0
K-5299,Snow Bowl State Forest,44.4858,-74.8491,FN24nl,US-NY,2,2,99,0,0
K-5300,Sodom State Forest,44.7947,-75.0719,FN24lt,US-NY,1,1,19,0,0
K-5301,Sonyea State Forest,42.6655,-77.8311,FN12cp,US-NY,10,9,146,0,0
K-5302,South Bradford State Forest,42.2967,-77.1197,FN12kh,US-NY,5,5,292,0,0
K-5303,South Hammond State Forest,44.3848,-75.7274,FN24dj,US-NY,4,4,94,0,0
K-5304,South Hill (Chenango County) State Forest,42.3587,-75.4606,FN22gi,US-NY,2,2,93,0,0
K-5305,South Mountain State Forest,42.3809,-74.2678,FN22uj,US-NY,4,4,121,0,0
K-5306,South Valley State Forest,42.0452,-79.0108,FN02lb,US-NY,1,1,41,0,0
K-5307,Southville State Forest,44.6905,-74.8866,FN24nq,US-NY,1,1,42,0,0
K-5308,Split Rock State Forest,44.234,-73.3825,FN34hf,US-NY,1,1,44,0,0
K-5309,Spring Brook State Forest,44.8503,-73.7656,FN34cu,US-NY,1,1,27,0,0
K-5310,Skenoh Island Wildlife Management Area,42.8702,-77.2757,FN12iu,US-NY,1,1,36,0,0
K-5311,Stammer Creek State Forest,44.3131,-75.2115,FN24jh,US-NY,1,1,12,0,0
K-5312,Steam Mill State Forest,42.2034,-75.3237,FN22ie,US-NY,4,4,215,0,1
K-5313,Steuben Hill State Forest,43.0914,-75.0289,FN23lc,US-NY,4,4,193,0,0
K-5314,Stewart State Forest,41.4968,-74.1592,FN21wl,US-NY,9,9,205,0,0
K-5315,Stid Hill Wildlife Management Area,42.7654,-77.4062,FN12hs,US-NY,8,8,542,0,0
K-5316,Stissing Mountain Multiple Use Area,41.9354,-73.7025,FN31dw,US-NY,4,4,153,0,0
K-5317,Stockton State Forest,42.2764,-79.3887,FN02hg,US-NY,5,5,298,0,0
K-5318,Stone Barn State Forest,43.254,-75.8446,FN23bg,US-NY,3,3,65,0,0
K-5319,Stone Hill State Forest,43.4132,-75.9434,FN23aj,US-NY,1,1,12,0,0
K-5320,Stone Store State Forest,42.5017,-74.3088,FN22um,US-NY,2,2,160,0,0
K-5321,Stoney Pond State Forest,42.8803,-75.7166,FN22dv,US-NY,3,3,284,0,0
K-5322,Sugar Hill State Forest,42.3868,-77.0026,FN12lj,US-NY,11,11,383,0,0
K-5323,Summer Hill State Forest,42.6751,-76.3524,FN12tq,US-NY,5,4,78,0,0
K-5324,Susquehanna State Forest,42.5588,-74.9354,FN22mn,US-NY,2,2,31,0,0
K-5325,Swancott Hill State Forest,43.4399,-75.6499,FN23ek,US-NY,1,1,20,0,0
K-5326,Swancott Mill State Forest,43.4563,-75.6121,FN23ek,US-NY,1,1,42,0,0
K-5327,Swift Hill State Forest,42.4434,-78.2219,FN02vk,US-NY,3,3,107,0,0
K-5328,Taconic Hereford Multiple Use Area,41.7373,-73.7654,FN31cr,US-NY,3,3,200,0,0
K-5329,Taconic Ridge State Forest,42.7162,-73.2836,FN32ir,US-NY,7,7,266,0,0
K-5330,Green Swamp Wilderness Park Reserve,28.3031,-81.9186,EL98ah,US-FL,348,343,16219,0,0
K-5331,Taylor Creek State Forest,44.4831,-75.0191,FN24ll,US-NY,1,1,46,0,0
K-5332,Taylor Valley State Forest,42.6126,-75.9637,FN22ao,US-NY,2,2,76,0,0
K-5333,Terry Mountain State Forest,44.5866,-73.6259,FN34eo,US-NY,2,2,40,0,0
K-5334,Texas Hill State Forest,42.7536,-75.6935,FN22ds,US-NY,2,2,50,0,0
K-5335,Texas Hollow State Forest,42.3896,-76.7711,FN12oj,US-NY,4,3,179,0,0
K-5336,Texas School House State Forest,42.6473,-75.1136,FN22kp,US-NY,2,2,127,0,0
K-5337,Three Springs State Forest,42.7794,-75.8214,FN22cs,US-NY,2,2,80,0,0
K-5338,Tibbetts State Forest,42.8418,-73.3621,FN32hu,US-NY,11,10,305,0,0
K-5339,Titusville Mountain State Forest,44.7174,-74.2491,FN24vr,US-NY,5,5,113,0,0
K-5340,Tomannex State Forest,42.0125,-75.1049,FN22ka,US-NY,9,9,274,0,0
K-5341,Toothaker Creek State Forest,44.2,-75.3027,FN24ie,US-NY,4,4,802,0,0
K-5342,Tracy Creek State Forest,42.0092,-76.0957,FN12wa,US-NY,11,10,363,0,0
K-5343,Triangle State Forest,42.3764,-75.8964,FN22bj,US-NY,3,2,50,0,0
K-5344,Tri-County State Forest,43.4669,-75.7691,FN23cl,US-NY,1,1,20,0,0
K-5345,Trout Brook State Forest,43.6125,-75.9898,FN23ao,US-NY,2,2,24,0,0
K-5346,Trout Lake State Forest,44.3578,-75.2452,FN24ji,US-NY,1,1,15,0,0
K-5347,Trout River State Forest,44.9784,-74.2938,FN24ux,US-NY,1,1,44,0,0
K-5348,Tug Hill State Forest,43.8189,-75.8537,FN23bt,US-NY,4,4,112,0,0
K-5349,Tuller Hill State Forest,42.5248,-76.1291,FN12wm,US-NY,3,3,78,0,0
K-5350,Turkey Hill State Forest,42.3396,-76.1522,FN12wi,US-NY,6,6,150,0,0
K-5351,Turkey Point State Forest,42.0134,-73.9433,FN32aa,US-NY,8,7,148,0,0
K-5352,Turkey Ridge State Forest,42.1694,-77.6106,FN12ee,US-NY,5,5,129,0,0
K-5353,Turnpike State Forest,42.2978,-77.8311,FN12ch,US-NY,9,9,177,0,0
K-5354,Urbana State Forest,42.4673,-77.2578,FN12il,US-NY,5,5,128,0,0
K-5355,Ushers Road State Forest,42.9137,-73.7794,FN32cv,US-NY,28,20,539,0,0
K-5356,Vandermark State Forest,42.2164,-77.8882,FN12bf,US-NY,3,3,126,0,0
K-5357,Vernooy Kill State Forest,41.7859,-74.3786,FN21ts,US-NY,5,5,116,0,0
K-5358,Wagner Farm State Forest,42.5249,-75.3325,FN22im,US-NY,3,3,48,0,0
K-5359,Wassaic Multiple Use Area,41.7859,-73.5638,FN31fs,US-NY,2,2,58,0,0
K-5360,Webster Hill State Forest,43.3908,-75.3966,FN23hj,US-NY,2,2,30,0,0
K-5361,Wellman State Forest,42.0148,-79.3606,FN02ha,US-NY,2,2,162,0,0
K-5362,West Branch State Forest,43.3695,-75.5269,FN23fi,US-NY,1,1,45,0,0
K-5363,West Hill State Forest,42.2173,-77.0824,FN12lf,US-NY,8,8,244,0,0
K-5364,West Mountain State Forest,41.6323,-73.6271,FN31ep,US-NY,4,4,177,0,0
K-5365,West Osceola State Forest,43.4708,-75.7524,FN23cl,US-NY,2,1,29,0,0
K-5366,West Parishville State Forest,44.5986,-74.9155,FN24no,US-NY,1,1,40,0,0
K-5367,Whalen Memorial State Forest,42.1262,-79.5069,FN02fd,US-NY,6,6,240,0,0
K-5368,Whaupaunaucau State Forest,42.6055,-75.4723,FN22go,US-NY,2,2,45,0,0
K-5369,Whippoorwill Corners State Forest,44.4033,-75.1468,FN24kj,US-NY,1,1,52,0,0
K-5370,Whiskey Flats State Forest,44.6446,-74.8012,FN24op,US-NY,3,2,51,0,0
K-5371,White Pond Multiple Use Area,41.4977,-73.7297,FN31dl,US-NY,5,5,132,0,0
K-5372,Whitaker Swamp State Forest,42.0358,-75.4316,FN22ga,US-NY,5,5,114,0,0
K-5373,Wiley Brook State Forest,42.3784,-75.5291,FN22fj,US-NY,2,2,69,0,0
K-5374,Windfall Creek State Forest,42.1392,-78.6257,FN02qd,US-NY,1,1,10,0,0
K-5375,Winona State Forest,43.6978,-75.9753,FN23aq,US-NY,2,2,117,0,0
K-5376,Witch's Hole Multiple Use Area,41.7256,-74.35,FN21tr,US-NY,4,2,41,0,0
K-5377,Wolf Brook Multiple Use Area,41.5825,-74.6112,FN21qn,US-NY,4,4,106,0,0
K-5378,Wolf Lake State Forest,44.3427,-75.3236,FN24ii,US-NY,2,1,22,0,0
K-5379,Woodhull State Forest,43.4781,-75.1633,FN23kl,US-NY,2,2,40,0,0
K-5380,Wurtsboro Ridge State Forest,41.6015,-74.4379,FN21so,US-NY,4,3,80,0,0
K-5381,Yatesville Falls State Forest,42.8652,-74.4496,FN22su,US-NY,3,3,37,0,0
K-5382,Yellow Barn State Forest,42.4559,-76.3374,FN12tk,US-NY,15,15,1188,0,1
K-5383,Yellow Lake State Forest,44.3126,-75.6022,FN24eh,US-NY,4,4,253,0,0
K-5384,Zoar Valley Multiple Use Area,42.4433,-78.8777,FN02nk,US-NY,2,2,26,0,0
K-5385,Labrador Hollow Unique Area,42.7925,-76.052,FN12xt,US-NY,7,7,115,0,0
K-5386,Lafayetteville State Recreation Area,41.9828,-73.7334,FN31dx,US-NY,8,7,288,0,0
K-5387,Lake Desolation State Forest,43.1513,-73.9695,FN33ad,US-NY,9,9,459,0,0
K-5388,Lassellsville State Forest,43.0628,-74.5908,FN23qb,US-NY,6,6,95,0,0
K-5389,Lebanon State Forest,42.7596,-75.6359,FN22es,US-NY,2,2,108,0,0
K-5390,Leonard Hill State Forest,42.4508,-74.3497,FN22tk,US-NY,5,5,180,0,0
K-5391,Lesser Wilderness State Forest,43.6372,-75.517,FN23fp,US-NY,1,1,11,0,0
